FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Youri,Tielemans,MID,LEI,6300000,2,75,3.8,6.03174603174603E-07,1.19047619047619E-05,0,875356,1,18,0,0,0,3,0,11.9,31067,-2,1,75,2,0.3,0,1.9,4,0,8,0,3,5.5,866016,0,-1,0,2,1755,3646,-1,0,313,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,3.8,3.8,3.5,3.2,3.8,2.6,3.3,3.9,3.8,4.1,3.4,4,3.8,4,5,2.8,4.3
Kieran,Tierney,DEF,ARS,5300000,0,5,0.238095238095238,4.49236298292902E-08,9.43396226415094E-07,0,106336,1,6,0,0,0,0,0,0.9,1142,-2,1,5,2,0.1,0,0.3,0,0,0,0,0,0.4,71837,0,-1,0,0,296,26,-1,0,51,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,Tomkins,DEF,CRY,5000000,2,44,3.4,6.8E-07,8.8E-06,0,25845,2,15,0,0,0,1,0,8.8,6639,0,0,44,0,0.9,0,4.3,4,0,3,0,1,0.9,79733,0,-1,0,1,1162,4565,0,0,216,Arsenal,Man City,Southampton,Sheffield United,Everton,3.3,3,3,3.5,3.3,4.7,3,4,2.9,3.1,3.4,2.8,3.5,3.9,4.1,2.6,4.5
Fikayo,Tomori,DEF,CHE,4700000,0,47,3.4,7.23404255319149E-07,1E-05,0,571631,3,16,0,0,0,1,0,10,30510,2,1,47,-2,0.2,0,1.1,7,0,4,0,0,3.8,800620,0,-1,0,2,1228,3509,-1,0,255,Burnley,Newcastle,Arsenal,Leicester,Man Utd,3.1,4,2.9,3.1,3.7,4.1,3.3,4.2,4.2,3.1,4.1,3.7,3.8,3.3,3.8,3.5,3
Lucas,Torreira,MID,ARS,4700000,3,34,1.9,4.04255319148936E-07,7.23404255319149E-06,0,141296,3,17,0,0,0,1,0,7.2,2256,-3,0,34,3,0.4,0,2,0,0,3,0,0,1.3,76642,0,-1,0,0,1073,5247,0,0,180,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,1,1.9,1,1.2,1.7,1.6,1,1.2,1.1,1.5,1.4,1.2,1,1,1,1,1.7
Cenk,Tosun,FWD,EVE,5700000,0,12,0.571428571428571,1.00250626566416E-07,2.10526315789474E-06,0,15545,0,4,0,0,0,1,0,2.1,168,-3,0,12,3,0.1,0,0.3,0,0,1,0,0,0.1,6858,0,-1,0,0,288,159,0,0,41,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Andros,Townsend,MID,CRY,5600000,0,33,1.57142857142857,2.80612244897959E-07,5.89285714285714E-06,0,214242,0,12,0,0,0,1,0,5.9,2118,-4,0,33,4,0.1,0,0.5,0,0,3,0,1,1,47662,0,-1,0,0,778,14,0,0,138,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,1.3,0.8,1.3,0.9,0.8,1.2,0.8,0.8,0.8,1.2,0.8,0.9
Adama,Traore,MID,WOL,5600000,2,83,4.2,7.5E-07,1.48214285714286E-05,0,413288,0,23,0,0,0,4,0,14.8,62898,6,0,83,-6,0.8,0,4.7,12,0,3,0,4,16.6,1548664,0,-1,0,3,1580,120860,0,0,353,Newcastle,Southampton,Liverpool,Man Utd,Leicester,5.3,4.9,3.4,3.5,3.8,4.6,3.2,4.9,3.6,5.2,3.2,5,5.4,5.1,4.3,4.8,3.7
Mark,Travers,GLK,BOU,4300000,0,0,0,0,0,0,11499,0,0,0,0,0,0,0,0,129,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2576,0,-1,0,0,0,24,0,0,0,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trezeguet,MID,AVL,5200000,3,46,2.19047619047619,4.21245421245421E-07,8.84615384615385E-06,0,262979,2,18,0,0,0,3,0,8.8,4972,-3,0,46,3,0.5,0,2.4,2,0,3,0,1,1.2,139115,0,-1,0,0,1062,1064,0,1,134,Man City,Brighton,Watford,Bournemouth,Tottenham,1.2,1.2,2.3,1.4,1.7,1.6,2.5,1.1,1.5,1.3,2.1,1.1,2.1,2,1.1,2.1,1.1
Kieran,Trippier,DEF,TOT,5500000,0,0,0,0,0,0,14903,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1315,0,-1,0,0,0,30,0,0,0,Liverpool,Watford,Norwich,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro,Trossard,MID,BHA,5800000,2,52,2.47619047619048,4.26929392446634E-07,8.96551724137931E-06,0,104893,0,16,0,0,0,2,0,9,1906,-2,0,52,2,0.5,0,2.7,3,0,1,0,5,0.3,77901,0,-1,0,1,872,1470,0,0,203,Everton,Aston Villa,Bournemouth,West Ham,Watford,1.6,2.1,2,1.5,2.6,2.5,2.2,1.8,2.3,1.4,2.4,1.5,1.5,1.3,2.2,2.5,1.8
Tom,Trybull,MID,NOR,4400000,0,25,1.19047619047619,2.70562770562771E-07,5.68181818181818E-06,0,71019,2,21,0,0,0,0,0,5.7,813,-1,1,25,1,0.2,0,0.9,0,0,2,0,0,0.6,46489,0,-1,0,0,1022,141,-1,0,161,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.8,0.6
Axel,Tuanzebe,DEF,MUN,4400000,0,7,0.333333333333333,7.57575757575757E-08,1.59090909090909E-06,0,12016,0,3,0,0,0,0,0,1.6,221,-1,0,7,1,0,0,0.1,0,0,0,0,0,0.1,7771,0,-1,0,0,187,19,0,0,30,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yan,Valery,DEF,SOU,4600000,0,9,0.428571428571429,9.3167701863354E-08,1.95652173913043E-06,0,24792,1,18,0,0,0,0,0,2,233,-4,0,9,4,0,0,0,0,0,0,0,1,0.1,6466,0,-1,0,0,554,9,0,0,64,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Vallejo,DEF,WOL,4700000,0,1,0.0476190476190476,1.01317122593718E-08,2.12765957446809E-07,0,22142,1,6,0,0,0,0,0,0.2,247,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,5158,0,-1,0,0,162,109,0,0,22,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,van Aanholt,DEF,CRY,5500000,0,55,3.2,5.81818181818182E-07,1E-05,0,937398,0,20,0,0,0,2,0,10,20365,0,0,55,0,0.1,0,0.7,3,0,4,0,0,5,772413,1,-1,0,1,1442,152,0,0,273,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,4.4,2.7,3.7,2.6,2.9,3.1,2.5,3.2,3.5,3.7,2.3,4.1
Virgil,van Dijk,DEF,LIV,6400000,7,92,4.6,7.1875E-07,1.4375E-05,0,1923853,1,14,0,0,0,3,0,14.4,41058,-1,0,92,1,0.9,0,5.5,8,0,7,0,0,39.9,1092992,0,-1,0,1,1800,39074,0,0,414,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,5.6,5.9,10.6,4.4,5.3,6.3,4.9,5.3,5.6,6.3,5.1,6.8,5.1,5,4.4,5.1,5.8
Jamie,Vardy,FWD,LEI,10000000,0,144,7.6,7.6E-07,1.44E-05,0,1053425,2,18,0,0,0,17,0,14.3,239294,10,1,144,-10,0.5,0,4.9,25,0,7,0,5,48.9,3714262,0,-1,0,6,1710,53565,-1,0,529,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,9.7,9.7,10.4,10,9.8,10.2,9.6,11.2,9.4,10.6,9.4,10.7,9.8,9.8,9.2,9.5,11.3
Michael,Verrips,GLK,SHU,4400000,0,0,0,0,0,0,1668,0,0,0,0,0,0,0,0,58,-1,0,0,1,0,0,0,0,0,0,0,0,0,745,0,-1,0,0,0,59,0,0,0,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Vertonghen,DEF,TOT,5200000,2,41,2.9,5.57692307692308E-07,7.88461538461538E-06,0,227648,1,19,0,0,0,1,0,7.9,8301,-3,0,41,3,0.8,0,4,4,0,2,0,1,2,122457,0,-1,0,2,1198,3588,0,0,248,Liverpool,Watford,Norwich,Man City,Aston Villa,2.9,2.1,3.3,2.8,3,2.5,2.7,1.9,3.3,3.6,2.2,3.7,2.2,2.6,2.8,2.7,2.6
Jannik,Vestergaard,DEF,SOU,4700000,0,32,1.52380952380952,3.24214792299899E-07,6.80851063829787E-06,0,421475,1,21,0,0,0,1,0,6.8,5614,-3,0,32,3,0,0,0,6,0,2,0,0,2.4,517093,0,-1,0,2,933,259,0,0,187,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0.9,0.8,1.2,1.1,0.8,1.5,1.3,1.3,1,0.8,0.9,0.8,1.1,0.8,0.9,1,0.8
,Vinagre,DEF,WOL,4200000,1,14,0.666666666666667,1.58730158730159E-07,3.33333333333333E-06,0,18038,1,4,0,0,0,0,0,3.3,812,-3,0,14,3,0.2,0,0.7,0,0,1,0,0,0.3,13184,0,-1,0,0,333,1416,0,0,74,Newcastle,Southampton,Liverpool,Man Utd,Leicester,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3
Michel,Vorm,GLK,TOT,4300000,0,0,0,0,0,0,2402,0,0,0,0,0,0,0,0,58,-2,0,0,2,0,0,0,0,0,0,0,0,0,2777,0,-1,0,0,0,71,0,0,0,Liverpool,Watford,Norwich,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Vrancic,MID,NOR,6200000,2,16,0.761904761904762,1.22887864823349E-07,2.58064516129032E-06,0,13362,2,5,0,0,0,1,0,2.6,167,-3,0,16,3,0.3,0,2,1,0,0,0,0,0.1,3402,0,-1,0,0,288,89,0,0,66,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Matej,Vydra,FWD,BUR,5300000,0,8,0.380952380952381,7.18778077268643E-08,1.50943396226415E-06,0,6859,0,1,0,0,0,0,0,1.5,81,-2,0,8,2,0,0,0.2,0,0,0,0,1,0.1,4065,0,-1,0,0,83,58,0,0,18,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Theo,Walcott,MID,EVE,6200000,4,27,1.28571428571429,2.07373271889401E-07,4.35483870967742E-06,0,53058,1,8,0,0,0,0,0,4.4,352,-3,0,27,3,0.2,0,1.3,0,0,1,0,2,0.4,16114,0,-1,0,0,620,705,0,0,66,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0.8,0.6,1,0.6,0.8,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.8,0.9
Kyle,Walker,DEF,MCI,5800000,0,54,3.2,5.51724137931035E-07,9.31034482758621E-06,0,1165505,3,20,0,0,0,1,0,9.3,23669,-2,0,54,2,0.4,0,2.5,3,0,4,0,2,11.6,643080,0,-1,0,1,1447,10717,0,0,288,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,3.8,3.9,2.9,3.3,3.9,2.8,2.8,2.5,2.9,3.2,3.1,3,4.2,3,3.1,2.8,3.6
Kyle,Walker-Peters,DEF,TOT,4400000,0,5,0.238095238095238,5.41125541125541E-08,1.13636363636364E-06,0,299469,0,4,0,0,0,0,0,1.1,710,-6,0,5,6,0,0,0,0,0,0,0,0,0.5,95185,0,-1,0,0,241,102,0,0,44,Liverpool,Watford,Norwich,Man City,Aston Villa,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Aaron,Wan-Bissaka,DEF,MUN,5300000,1,43,2.4,4.52830188679245E-07,8.11320754716981E-06,0,1986763,4,23,0,0,0,0,0,8.1,23424,-2,0,43,2,0.5,0,2.4,6,0,2,0,1,14.3,740823,0,-1,0,0,1610,8971,0,0,298,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,2.6,1.6,2.1,2.1,1.6,2.6,1.7,2.2,1.7,2.2,1.5,2.3,2.1,1.8,1.8,2.9,1.4
Victor,Wanyama,MID,TOT,4800000,0,1,0.0476190476190476,9.92063492063492E-09,2.08333333333333E-07,0,7530,1,2,0,0,0,0,0,0.2,151,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,4809,0,-1,0,0,24,74,0,0,5,Liverpool,Watford,Norwich,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Ward,GLK,LEI,4300000,0,0,0,0,0,0,8483,0,0,0,0,0,0,0,0,148,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2087,0,-1,0,0,0,49,0,0,0,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Ward,DEF,CRY,4300000,0,38,2.9,6.74418604651163E-07,8.83720930232558E-06,0,261278,2,15,0,0,0,0,0,8.8,3513,-2,0,38,2,0,0,0,5,0,3,0,1,1.1,273491,0,-1,0,0,1102,90,0,0,197,Arsenal,Man City,Southampton,Sheffield United,Everton,0,2.3,2.3,2.8,2.6,3.8,2.3,3.2,2.2,2.5,2.7,2.1,2.8,3.1,3.3,2,3.6
James,Ward-Prowse,MID,SOU,5900000,2,71,3.4,5.76271186440678E-07,1.20338983050847E-05,0,174840,5,38,0,0,0,4,0,12,14509,-1,0,71,1,0.4,1,2.6,6,0,4,0,2,1.9,233490,0,-1,0,0,1890,3514,0,0,332,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,2.8,3.2,3.1,2.6,3.3,3,3,3.5,3,3.2,3.5,1.9,3.2,2.8,3.2,3.7,3.9
Adam,Webster,DEF,BHA,4400000,2,49,3.1,7.04545454545455E-07,1.11363636363636E-05,0,32916,2,23,0,0,0,3,0,11.1,4284,-1,0,49,1,0.8,0,3.6,5,0,2,0,0,0.7,68827,1,-1,0,1,1385,9477,0,0,283,Everton,Aston Villa,Bournemouth,West Ham,Watford,3,4.6,2.6,3.3,3.5,2.6,3.9,2.3,2.8,2.4,3.5,2.8,3.2,3,2.7,4.2,2.2
Danny,Welbeck,FWD,WAT,5800000,0,7,0.333333333333333,5.74712643678161E-08,1.20689655172414E-06,0,18856,0,2,0,0,0,0,0,1.2,73,-2,0,7,2,0,0,0,0,0,1,0,0,0.1,10674,0,-1,0,0,208,20,0,0,13,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Wesley,FWD,AVL,5600000,6,67,3.2,5.71428571428571E-07,1.19642857142857E-05,0,408107,3,31,0,0,0,5,0,12,12982,-4,0,67,4,0.4,1,2.3,7,0,6,0,1,1.2,402736,0,-1,0,1,1782,478,0,0,180,Man City,Brighton,Watford,Bournemouth,Tottenham,0,0,0,0,0,3.3,2.8,2.2,3.7,2.1,3.6,2.2,4.4,3.9,2.3,3.9,2.5
Ashley,Westwood,MID,BUR,5400000,6,60,3.3,6.11111111111111E-07,1.11111111111111E-05,0,62957,6,23,0,0,0,0,0,11.1,1213,-1,0,60,1,0.7,0,3.8,5,0,7,0,6,0.4,32338,0,-1,0,0,1620,1341,0,0,274,Chelsea,Leicester,Man Utd,Arsenal,Southampton,2.5,2.6,2.3,3.6,3.4,3.7,2.9,3,1.8,4,2.5,4.2,2.4,2,3.6,2.5,3.5
Alfie,Whiteman,GLK,TOT,4000000,0,0,0,0,0,0,15404,0,0,0,0,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,0,0,0.5,41062,0,-1,0,0,0,2233,0,0,0,Liverpool,Watford,Norwich,Man City,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor,Wickham,FWD,CRY,4400000,7,13,0.619047619047619,1.40692640692641E-07,2.95454545454545E-06,0,463188,0,0,0,0,0,1,0,3,2832,-1,0,13,1,0.4,0,1.8,2,0,0,0,1,2.2,264116,0,-1,0,0,60,3285,0,0,41,Arsenal,Man City,Southampton,Sheffield United,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Georginio,Wijnaldum,MID,LIV,5400000,3,57,3,5.55555555555556E-07,1.05555555555556E-05,0,280918,0,12,0,0,0,2,0,10.6,7027,-1,0,57,1,0.6,0,3,3,0,7,0,0,2.2,240543,0,-1,0,1,1582,3268,0,0,249,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,1.9,3,4.9,2.6,2.3,2.4,2.7,3.1,2.4,2.8,1.7,2.7,2.5,3,2.7,2.1,2.6
Jetro,Willems,DEF,NEW,4600000,0,61,3.6,7.82608695652174E-07,1.32608695652174E-05,0,210119,0,23,0,0,0,2,0,13.3,32903,1,0,61,-1,0.3,0,1.6,6,0,3,0,2,2.5,355314,0,-1,0,1,1391,1429,0,0,268,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,3.9,3.6,4.5,2.6,3.6,3.8,3.2,3.8,5.4,3.1,4.9,3.2,3,4.9,3.2,4
Brandon,Williams,DEF,MUN,4000000,0,14,0.666666666666667,1.66666666666667E-07,3.5E-06,0,98666,4,6,0,0,0,1,0,3.5,10197,0,0,14,0,0.2,0,0.7,0,0,1,0,0,2.2,235987,0,-1,0,0,358,22655,0,0,68,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3
Neco,Williams,DEF,LIV,4000000,0,0,0,0,0,0,1346,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,0,-1,0,0,0,412,0,0,0,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Willian,MID,CHE,7200000,2,86,4.3,5.97222222222222E-07,1.19444444444444E-05,0,365033,2,16,0,0,0,4,0,11.9,45588,2,0,86,-2,0.7,0,4.9,14,0,6,0,4,6.2,703859,0,-1,0,3,1450,40852,0,0,370,Burnley,Newcastle,Arsenal,Leicester,Man Utd,5,4.7,4.9,3.8,4.9,4.1,5,4.9,3.6,3,4,5.3,4.2,5.8,4.5,3.5,4.8
Joseph,Willock,MID,ARS,4800000,0,20,0.952380952380952,1.98412698412698E-07,4.16666666666667E-06,0,29486,1,11,0,0,0,0,0,4.2,324,-2,0,20,2,0.1,0,0.6,0,0,1,0,0,0.2,24607,0,-1,0,0,544,102,0,0,88,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6
Jack,Wilshere,MID,WHU,4700000,0,6,0.3,6.38297872340426E-08,1.27659574468085E-06,0,33653,0,4,0,0,0,0,0,1.3,226,-3,0,6,3,0,0,0,0,0,0,0,0,0.2,8581,0,-1,0,0,174,18,0,0,14,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Harry,Winks,MID,TOT,5200000,0,23,1.0952380952381,2.10622710622711E-07,4.42307692307692E-06,0,28948,5,19,0,0,0,0,0,4.4,365,-3,0,23,3,0.1,0,0.4,0,0,1,0,0,0.3,15934,0,-1,0,0,994,94,0,0,177,Liverpool,Watford,Norwich,Man City,Aston Villa,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.6,0.7,0.5,0.6,0.5,0.5,0.5
Chris,Wood,FWD,BUR,6200000,7,75,3.9,6.29032258064516E-07,1.20967741935484E-05,0,243276,1,22,0,0,0,8,0,12.1,7272,-3,0,75,3,0.6,0,4,9,0,8,0,0,0.9,194590,1,-1,0,2,1558,3834,0,0,197,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0,4,3.9,4.8,4.8,4.7,3.2,5.4,4.3,5,3.8,3.6,3.8,3.4,4.5,4.7,4.7
Frederick,Woodman,GLK,NEW,4000000,0,0,0,0,0,0,37239,0,0,0,0,0,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0.8,23179,0,-1,0,0,0,852,0,0,0,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Woods,DEF,CRY,4000000,0,0,0,0,0,0,1151,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,0,-1,0,0,0,419,0,0,0,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Xande Silva,FWD,WHU,4300000,0,0,0,0,0,0,151936,0,0,0,0,0,0,0,0,1914,-2,0,0,2,0,0,0,0,0,0,0,0,0.9,68731,0,-1,0,0,0,1214,0,0,0,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit,Xhaka,MID,ARS,5100000,3,33,2.2,4.31372549019608E-07,6.47058823529412E-06,0,101445,4,19,0,0,0,0,0,6.5,558,-4,0,33,4,0.3,0,1.7,0,0,4,0,1,0.6,34467,0,-1,0,0,1274,1035,0,0,190,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,1.3,2.4,1.3,1.6,2.1,2,1.1,1.5,1.4,1.8,1.7,1.5,1.3,1.1,1.2,1.1,2.2
Andriy,Yarmolenko,MID,WHU,5300000,0,49,2.45,4.62264150943396E-07,9.24528301886792E-06,0,561117,2,14,0,0,0,3,0,9.2,5301,-7,1,49,7,0.1,0,0.3,8,0,3,0,1,1,596457,0,-1,0,1,822,87,-1,0,156,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,2.3,2.8,2.2,1.2,1.3,2,1.9,2.2,1.3,1.6,1.8,2.3,1.6,2.5,1.4,2.1
DeAndre,Yedlin,DEF,NEW,4400000,1,23,1.0952380952381,2.48917748917749E-07,5.22727272727273E-06,0,10005,2,11,0,0,0,1,0,5.2,497,-1,0,23,1,0.1,0,0.4,0,0,1,0,0,0.1,11698,0,-1,0,0,719,179,0,0,94,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0.5,0.6,0.5,0.7,0.5,0.5,0.6,0.5,0.6,1.1,0.5,0.8,0.5,0.5,0.8,0.5,0.6
Maya,Yoshida,DEF,SOU,4200000,0,10,0.476190476190476,1.13378684807256E-07,2.38095238095238E-06,0,26877,1,18,0,0,0,0,0,2.4,409,-3,0,10,3,0,0,0.1,1,0,1,0,0,0.3,16034,0,-1,0,0,558,235,0,0,85,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ashley,Young,DEF,MUN,5400000,0,24,2,3.7037037037037E-07,4.44444444444444E-06,0,36031,5,10,0,0,0,0,0,4.4,663,-1,0,24,1,0.2,0,1.3,0,0,2,0,0,0.4,20759,0,-1,0,0,953,401,0,0,158,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,2,1.2,1.6,1.6,1.2,2,1.3,1.7,1.3,1.6,1.1,1.8,1.6,1.3,1.3,2.2,1
Pablo,Zabaleta,DEF,WHU,4200000,0,6,0.3,7.14285714285714E-08,1.42857142857143E-06,0,38367,1,7,0,0,0,0,0,1.4,593,-3,0,6,3,0,0,0,0,0,0,0,0,0.5,12879,0,-1,0,0,288,381,0,0,44,Sheffield United,Everton,Leicester,Liverpool,Brighton,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Wilfried,Zaha,MID,CRY,6800000,5,71,3.4,5E-07,1.04411764705882E-05,0,1411676,3,23,0,0,0,3,0,10.4,66865,-2,1,71,2,0.5,0,3.5,4,0,5,0,3,10.9,928545,0,-1,0,1,1825,9065,-1,0,204,Arsenal,Man City,Southampton,Sheffield United,Everton,0,1.9,3.4,4.5,2.6,4.1,2.8,4.2,3.1,2.1,3.9,2.3,2.8,2.1,3.9,3,3.2
Davide,Zappacosta,DEF,CHE,4300000,0,0,0,0,0,0,27478,0,0,0,0,0,0,0,0,87,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3222,0,-1,0,0,0,20,0,0,0,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christoph,Zimmermann,DEF,NOR,4400000,1,19,0.904761904761905,2.05627705627706E-07,4.31818181818182E-06,0,2305,2,14,0,0,0,0,0,4.3,204,-1,0,19,1,0.4,0,1.7,0,0,1,0,1,0,2851,0,-1,0,0,845,163,0,0,141,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5
Oleksandr,Zinchenko,DEF,MCI,5200000,0,26,1.23809523809524,2.38095238095238E-07,5E-06,0,1133506,0,9,0,0,0,0,0,5,3432,-3,0,26,3,0.2,0,1.3,1,0,3,0,0,2.6,591370,0,-1,0,0,680,1369,0,0,159,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0.9,0.9,0.6,0.7,0.9,0.6,0.6,0.6,0.6,0.7,0.7,0.6,1,0.6,0.7,0.6,0.8
Kurt,Zouma,DEF,CHE,4700000,1,37,1.9,4.04255319148936E-07,7.87234042553191E-06,0,222005,3,26,0,0,0,0,0,7.9,5256,-3,0,37,3,0.4,0,2,1,0,3,0,0,2,141351,1,-1,0,0,1668,6132,0,0,281,Burnley,Newcastle,Arsenal,Leicester,Man Utd,1.2,1.7,1.1,1.2,1.5,1.8,1.3,1.8,1.8,1.2,1.8,1.5,1.6,1.3,1.6,1.4,1.2
